Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
41,No,Non-Travel,Sales,10,Male,3,2,Sales Executive,4,Single,6230,7,No,14,3,0,16,3,14,1,10,Post-Graduation,2007-03-25,,Salary,OFFICE,5,1,No,Job Portal,FullTime
53,No,Travel_Rarely,Sales,1,Female,3,2,Sales Executive,1,Single,8381,7,No,20,4,0,18,2,14,8,10,PHD,2007-05-27,,Work Accident,WFH,4,1,No,Walk-in,Part Time
32,No,Travel_Rarely,Research & Development,4,Female,2,2,Manufacturing Director,3,Married,6162,1,No,12,3,1,14,3,14,6,8,PHD,2007-02-03,,Salary,OFFICE,3,0,No,Recruiter,Part Time
37,Yes,Travel_Rarely,Sales,1,Male,2,3,Sales Executive,3,Married,10609,5,No,11,3,0,17,2,14,11,7,Post-Graduation,2007-02-16,,Dept.Head,OFFICE,4,2,Yes,Job Event,Contract
36,No,Travel_Rarely,Research & Development,12,Female,2,3,Manufacturing Director,4,Single,8858,0,No,11,3,0,15,2,14,7,8,PHD,2007-03-12,,Work Accident,OFFICE,0,3,No,Recruiter,Part Time
37,No,Travel_Rarely,Research & Development,1,Female,2,2,Manufacturing Director,4,Married,6474,1,No,13,3,1,14,2,14,3,11,PHD,2007-06-06,,Dept.Head,WFH,1,3,Yes,Job Portal,Part Time
33,No,Travel_Rarely,Research & Development,9,Male,3,1,Research Scientist,4,Married,2781,0,No,13,3,1,15,5,14,4,10,PHD,2007-04-02,,Work Accident,OFFICE,3,3,Yes,Walk-in,Part Time
34,No,Travel_Rarely,Research & Development,2,Female,3,2,Healthcare Representative,4,Single,6687,1,No,11,3,0,14,2,14,4,11,12th,2007-03-15,,Work Environment,OFFICE,3,3,No,Job Portal,Contract
34,No,Travel_Frequently,Research & Development,15,Male,3,4,Research Director,1,Divorced,17007,7,No,14,3,2,16,3,14,6,9,Post-Graduation,2007-06-27,,Better Opportunity,OFFICE,4,3,Yes,Job Event,Part Time
54,No,Travel_Frequently,Research & Development,11,Female,3,4,Manager,4,Divorced,16032,3,No,20,4,1,26,2,14,1,12,12th,2007-01-02,,Better Opportunity,OFFICE,3,1,No,Job Event,Contract
35,No,Non-Travel,Research & Development,8,Female,3,2,Healthcare Representative,3,Married,4148,1,No,12,3,1,15,5,14,2,9,12th,2007-04-19,,Salary,WFH,3,2,Yes,Job Event,Part Time
50,No,Travel_Rarely,Research & Development,17,Female,2,3,Research Director,1,Divorced,13269,5,No,15,3,3,19,3,14,1,11,Graduation,2007-03-19,,Better Opportunity,OFFICE,0,3,No,Job Event,Part Time
43,No,Travel_Rarely,Research & Development,15,Male,2,4,Research Director,3,Married,17603,1,No,24,4,1,14,3,14,6,11,12th,2007-03-11,,Dept.Head,WFH,5,3,No,Walk-in,FullTime
33,No,Travel_Rarely,Research & Development,21,Male,4,1,Laboratory Technician,2,Married,2028,1,No,18,3,3,14,6,14,2,13,PHD,2007-02-05,,Work Environment,OFFICE,3,0,No,Recruiter,FullTime
34,No,Travel_Rarely,Sales,1,Male,3,3,Sales Executive,4,Single,9888,1,No,21,4,0,14,3,14,2,1,12th,2007-04-18,,Work Environment,OFFICE,1,3,No,Job Event,FullTime
32,No,Travel_Rarely,Sales,1,Female,3,3,Sales Executive,4,Married,10422,1,No,19,3,2,14,3,14,5,7,Post-Graduation,2007-04-19,,Dept.Head,WFH,0,2,No,Walk-in,Contract
33,No,Travel_Frequently,Research & Development,1,Female,3,3,Research Director,4,Single,13458,1,Yes,12,3,0,15,1,15,8,12,Graduation,2006-05-31,,Better Opportunity,OFFICE,0,3,Yes,Recruiter,Part Time
35,No,Travel_Rarely,Sales,1,Male,2,2,Sales Executive,1,Single,4312,0,No,14,3,0,16,2,15,2,8,12th,2006-06-25,,Better Opportunity,OFFICE,5,2,No,Recruiter,FullTime
49,No,Travel_Rarely,Research & Development,20,Female,3,2,Manufacturing Director,1,Married,6567,1,No,14,3,0,16,2,15,5,11,12th,2006-03-11,,Better Opportunity,WFH,2,1,Yes,Job Portal,FullTime
39,No,Travel_Rarely,Sales,4,Female,2,2,Sales Executive,3,Married,5902,4,No,14,3,1,17,1,15,5,9,Post-Graduation,2006-05-17,,Work Environment,OFFICE,4,2,Yes,Job Event,Contract
36,No,Travel_Rarely,Research & Development,6,Male,3,1,Laboratory Technician,4,Married,3210,0,No,11,3,1,16,4,15,10,11,Graduation,2006-02-04,,Dept.Head,OFFICE,4,3,No,Job Event,Part Time
38,No,Travel_Frequently,Research & Development,2,Female,4,2,Manufacturing Director,1,Single,5980,6,Yes,12,3,0,17,2,15,4,12,12th,2006-05-02,,Dept.Head,WFH,4,1,Yes,Recruiter,FullTime
38,No,Travel_Rarely,Research & Development,1,Female,3,3,Research Director,1,Married,13582,1,No,13,3,1,15,3,15,5,11,Graduation,2006-05-23,,Better Opportunity,OFFICE,2,3,Yes,Walk-in,FullTime
48,No,Travel_Rarely,Research & Development,4,Male,2,3,Healthcare Representative,3,Single,10999,7,No,14,3,0,27,3,15,4,8,PHD,2006-04-30,,Better Opportunity,WFH,3,1,Yes,Job Portal,Contract
34,No,Travel_Rarely,Sales,1,Male,4,2,Sales Executive,4,Divorced,9725,0,No,11,3,1,16,2,15,0,9,Post-Graduation,2006-06-13,,Dept.Head,WFH,0,1,Yes,Job Event,Part Time
53,No,Travel_Frequently,Sales,2,Female,2,3,Sales Executive,2,Married,7525,2,No,12,3,1,30,2,15,6,12,PHD,2006-03-28,,Work Environment,WFH,5,2,Yes,Walk-in,Contract
45,No,Non-Travel,Sales,9,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,1,15,2,15,4,12,PHD,2006-05-02,,Salary,WFH,3,1,No,Job Portal,Contract
36,No,Travel_Frequently,Sales,7,Female,4,2,Sales Executive,1,Married,4639,2,No,16,3,1,17,2,15,6,13,PHD,2006-06-14,,Work Environment,OFFICE,4,2,Yes,Job Event,FullTime
34,Yes,Travel_Rarely,Sales,24,Female,2,2,Sales Executive,2,Single,4599,0,Yes,23,4,0,16,2,15,10,10,Post-Graduation,2006-03-24,,Better Opportunity,WFH,0,0,No,Recruiter,FullTime
33,No,Travel_Rarely,Research & Development,28,Male,3,2,Laboratory Technician,3,Married,5207,1,Yes,12,3,1,15,3,15,5,7,Post-Graduation,2006-05-30,,Better Opportunity,WFH,0,2,No,Job Portal,Part Time
49,No,Travel_Rarely,Research & Development,6,Female,2,4,Healthcare Representative,3,Married,13966,2,Yes,19,3,1,30,3,15,2,12,PHD,2006-04-03,,Work Accident,WFH,5,3,Yes,Job Event,Contract
34,No,Travel_Rarely,Research & Development,5,Male,2,2,Laboratory Technician,4,Married,3986,1,No,14,3,1,15,3,15,4,13,12th,2006-03-05,,Work Accident,OFFICE,3,1,No,Job Event,FullTime
34,No,Non-Travel,Sales,10,Male,3,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,1,15,3,15,0,7,PHD,2006-06-11,,Work Environment,WFH,0,2,No,Job Portal,Part Time
34,No,Travel_Frequently,Research & Development,22,Male,2,2,Research Scientist,4,Married,5747,1,Yes,15,3,0,16,3,15,6,11,Graduation,2006-02-25,,Salary,OFFICE,3,3,No,Job Event,Part Time
38,No,Travel_Rarely,Sales,1,Male,3,2,Sales Executive,2,Married,4440,0,No,15,3,2,16,3,15,5,8,PHD,2006-05-12,,Dept.Head,OFFICE,1,0,Yes,Walk-in,Contract
36,No,Non-Travel,Sales,15,Male,1,2,Sales Executive,4,Divorced,5406,1,No,24,4,1,15,4,15,11,11,Graduation,2006-04-24,,Dept.Head,WFH,0,2,Yes,Walk-in,Part Time
34,No,Travel_Rarely,Research & Development,6,Female,3,2,Research Scientist,3,Single,4809,1,No,14,3,0,16,3,16,2,10,12th,2005-03-26,,Work Accident,OFFICE,5,3,No,Job Event,FullTime
38,No,Travel_Rarely,Sales,3,Male,3,3,Sales Executive,3,Divorced,10609,0,No,12,3,2,17,6,16,5,13,Post-Graduation,2005-04-17,,Salary,OFFICE,0,0,Yes,Recruiter,Contract
35,No,Travel_Rarely,Research & Development,5,Male,3,3,Manufacturing Director,2,Single,8095,0,No,13,3,0,17,5,16,0,13,PHD,2005-02-28,,Dept.Head,WFH,5,1,No,Job Event,Contract
36,No,Travel_Rarely,Research & Development,14,Male,3,2,Healthcare Representative,4,Married,6586,0,Yes,17,3,1,17,2,16,4,11,Post-Graduation,2005-05-11,,Better Opportunity,OFFICE,5,2,Yes,Job Event,Contract
36,Yes,Travel_Rarely,Sales,3,Male,2,3,Sales Executive,4,Married,10325,1,Yes,11,3,1,16,6,16,3,7,Post-Graduation,2005-03-23,,Better Opportunity,WFH,0,0,No,Job Portal,Contract
35,No,Travel_Rarely,Research & Development,25,Female,3,3,Healthcare Representative,3,Divorced,10388,1,Yes,11,3,1,16,3,16,10,1,Post-Graduation,2005-05-18,,Salary,WFH,0,3,Yes,Walk-in,Part Time
46,No,Travel_Rarely,Research & Development,8,Female,2,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,3,19,2,16,1,7,12th,2005-05-25,,Work Environment,WFH,5,0,Yes,Walk-in,Contract
36,No,Travel_Rarely,Research & Development,2,Female,3,2,Manufacturing Director,2,Single,5410,9,Yes,11,3,0,18,2,16,5,12,12th,2005-01-20,,Salary,OFFICE,4,2,Yes,Walk-in,FullTime
35,No,Travel_Rarely,Research & Development,18,Male,4,2,Research Scientist,1,Married,5208,1,No,11,3,0,16,2,16,1,10,Post-Graduation,2005-03-15,,Work Environment,OFFICE,5,1,No,Job Event,Part Time
58,No,Non-Travel,Sales,2,Male,3,4,Manager,2,Divorced,16291,4,No,22,4,1,37,0,16,14,14,12th,2005-06-09,,Work Accident,WFH,4,0,No,Walk-in,Contract
43,No,Travel_Rarely,Research & Development,6,Female,2,5,Manager,3,Married,19392,7,No,13,3,0,21,2,16,6,14,Graduation,2005-06-23,,Dept.Head,WFH,2,1,Yes,Walk-in,Part Time
37,No,Travel_Rarely,Research & Development,10,Female,4,3,Research Director,4,Married,13744,1,Yes,25,4,1,16,2,16,6,8,Post-Graduation,2005-06-14,,Dept.Head,WFH,5,2,No,Walk-in,FullTime
36,No,Travel_Rarely,Research & Development,8,Female,3,3,Healthcare Representative,3,Divorced,10096,1,No,13,3,3,17,2,17,12,8,PHD,2004-02-08,,Salary,WFH,4,1,Yes,Job Portal,Contract
45,No,Travel_Rarely,Research & Development,9,Male,3,2,Laboratory Technician,2,Divorced,2348,8,No,18,3,1,20,2,17,0,15,Post-Graduation,2004-05-23,,Better Opportunity,WFH,4,3,No,Job Event,Part Time
43,No,Travel_Rarely,Sales,16,Female,3,4,Manager,4,Married,16064,5,Yes,22,4,1,22,3,17,1,9,Post-Graduation,2004-04-11,,Dept.Head,OFFICE,1,0,No,Job Event,Contract
37,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,4,Single,2115,1,No,12,3,0,17,3,17,5,7,Post-Graduation,2004-05-27,,Salary,OFFICE,3,0,No,Walk-in,FullTime
35,No,Travel_Rarely,Research & Development,6,Male,1,2,Research Scientist,4,Single,6646,1,No,13,3,0,17,3,17,11,8,Post-Graduation,2004-01-22,,Work Environment,WFH,0,1,Yes,Job Portal,Contract
35,No,Travel_Rarely,Research & Development,9,Female,2,3,Manufacturing Director,3,Married,10685,1,Yes,20,4,1,17,2,17,5,15,PHD,2004-05-12,,Work Environment,OFFICE,5,1,No,Job Event,Part Time
53,No,Travel_Rarely,Sales,2,Male,3,4,Manager,3,Divorced,14852,6,No,13,3,1,22,3,17,15,2,12th,2004-03-19,,Work Environment,WFH,3,3,No,Job Event,Contract
36,Yes,Travel_Rarely,Research & Development,16,Female,4,1,Laboratory Technician,1,Single,2743,1,No,16,3,0,18,1,17,15,14,Post-Graduation,2004-06-21,,Work Environment,WFH,2,1,Yes,Recruiter,FullTime
47,No,Travel_Rarely,Research & Development,25,Male,3,3,Healthcare Representative,3,Single,8633,2,No,23,4,0,25,3,17,12,11,12th,2004-06-16,,Salary,OFFICE,0,2,Yes,Walk-in,Part Time
39,No,Travel_Rarely,Research & Development,1,Male,4,3,Healthcare Representative,4,Divorced,9613,0,No,17,3,3,19,5,18,3,7,12th,2003-06-02,,Salary,WFH,4,3,Yes,Walk-in,Contract
37,No,Travel_Rarely,Research & Development,14,Female,3,1,Laboratory Technician,1,Divorced,3034,1,No,12,3,1,18,2,18,12,17,Graduation,2003-03-05,,Work Accident,OFFICE,1,3,No,Job Event,FullTime
60,No,Travel_Frequently,Sales,28,Female,2,3,Sales Executive,1,Married,10266,4,No,19,3,0,22,5,18,13,11,12th,2003-01-10,,Better Opportunity,OFFICE,3,1,No,Job Portal,FullTime
41,No,Travel_Rarely,Sales,2,Female,3,4,Manager,1,Married,16595,7,No,16,3,1,22,2,18,11,8,Post-Graduation,2003-02-12,,Work Environment,WFH,1,3,No,Job Event,Contract
40,No,Travel_Frequently,Sales,5,Male,2,3,Sales Executive,1,Married,10475,5,Yes,21,4,1,20,2,18,1,12,Graduation,2003-05-31,,Dept.Head,OFFICE,0,2,Yes,Walk-in,Part Time
36,No,Travel_Rarely,Sales,1,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,1,18,1,18,4,11,12th,2003-04-22,,Dept.Head,WFH,2,0,No,Job Event,Contract
41,No,Travel_Rarely,Research & Development,6,Male,3,1,Laboratory Technician,1,Single,4721,2,Yes,13,3,0,20,3,18,2,17,12th,2003-02-19,,Work Environment,WFH,0,0,Yes,Walk-in,Contract
41,No,Travel_Frequently,Research & Development,9,Male,3,5,Research Director,3,Divorced,19419,2,No,17,3,1,21,2,18,0,11,PHD,2003-06-28,,Better Opportunity,WFH,2,2,Yes,Walk-in,Contract
50,No,Non-Travel,Sales,1,Female,3,2,Sales Executive,3,Married,6347,0,No,12,3,1,19,3,18,0,13,12th,2003-03-17,,Better Opportunity,WFH,2,2,No,Job Event,Part Time
39,Yes,Travel_Frequently,Research & Development,2,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,3,21,4,18,11,5,Post-Graduation,2003-05-11,,Work Environment,OFFICE,4,1,Yes,Walk-in,Contract
40,No,Travel_Frequently,Research & Development,9,Female,3,3,Research Director,3,Single,13499,9,No,17,3,0,20,3,18,2,13,Graduation,2003-06-23,,Better Opportunity,WFH,0,0,No,Job Portal,Contract
40,No,Travel_Rarely,Research & Development,15,Female,2,3,Manufacturing Director,3,Married,10435,1,No,13,3,2,18,2,18,14,12,Post-Graduation,2003-01-27,,Dept.Head,WFH,4,0,No,Walk-in,FullTime
38,No,Travel_Rarely,Research & Development,10,Female,1,3,Research Director,3,Married,13206,3,No,12,3,1,20,3,18,1,11,Graduation,2003-05-07,,Better Opportunity,WFH,3,1,Yes,Recruiter,FullTime
45,No,Non-Travel,Sales,6,Female,2,3,Sales Executive,4,Single,8865,6,No,12,3,0,23,2,19,12,8,Graduation,2002-03-06,,Work Environment,WFH,3,3,Yes,Job Event,Contract
39,No,Travel_Frequently,Research & Development,2,Female,3,3,Healthcare Representative,3,Single,10938,0,No,25,4,0,20,1,19,11,8,12th,2002-01-27,,Dept.Head,WFH,2,3,Yes,Walk-in,Contract
47,No,Travel_Frequently,Research & Development,16,Male,4,2,Manufacturing Director,3,Divorced,5067,1,Yes,19,3,0,20,3,19,2,7,Post-Graduation,2002-04-04,,Salary,OFFICE,5,3,Yes,Walk-in,FullTime
38,No,Travel_Rarely,Research & Development,17,Female,2,3,Healthcare Representative,3,Married,8823,0,No,18,3,1,20,4,19,1,9,PHD,2002-03-10,,Better Opportunity,OFFICE,4,1,Yes,Job Portal,FullTime
39,No,Travel_Rarely,Research & Development,13,Female,2,4,Manager,2,Divorced,17123,6,Yes,13,3,2,21,4,19,15,2,12th,2002-06-14,,Dept.Head,WFH,0,1,Yes,Walk-in,FullTime
41,No,Non-Travel,Sales,10,Male,1,2,Sales Executive,2,Single,6151,1,No,13,3,0,19,4,19,11,9,12th,2002-03-30,,Salary,WFH,3,0,No,Job Event,Contract
55,No,Travel_Rarely,Research & Development,2,Female,1,5,Manager,3,Married,19187,4,No,14,3,1,23,5,19,9,11,PHD,2002-04-12,,Dept.Head,OFFICE,3,0,Yes,Walk-in,Contract
55,Yes,Travel_Rarely,Sales,13,Male,4,4,Sales Executive,3,Single,13695,6,Yes,17,3,0,24,2,19,3,8,12th,2002-01-30,,Work Accident,OFFICE,2,0,No,Job Portal,Part Time
56,No,Travel_Rarely,Research & Development,23,Male,3,4,Manufacturing Director,2,Married,13402,4,Yes,12,3,1,33,0,19,15,9,Graduation,2002-03-24,,Work Environment,WFH,0,3,Yes,Job Portal,Contract
46,No,Travel_Rarely,Sales,3,Female,4,4,Sales Executive,1,Divorced,13225,2,No,12,3,1,25,5,19,2,8,Post-Graduation,2002-02-23,,Dept.Head,WFH,5,0,No,Walk-in,FullTime
40,No,Travel_Rarely,Research & Development,1,Male,3,4,Manager,1,Divorced,16823,2,No,11,3,1,22,3,19,11,16,Graduation,2002-06-27,,Work Environment,WFH,4,2,No,Job Event,Contract
51,No,Travel_Rarely,Research & Development,6,Male,3,5,Research Director,3,Single,19537,7,No,13,3,0,23,5,20,15,15,PHD,2001-06-27,,Salary,OFFICE,1,1,No,Recruiter,Part Time
40,No,Travel_Frequently,Research & Development,26,Female,3,2,Research Scientist,2,Divorced,5605,1,No,11,3,1,20,2,20,2,13,Post-Graduation,2001-02-15,,Better Opportunity,OFFICE,4,3,No,Job Event,FullTime
40,No,Travel_Rarely,Research & Development,4,Female,3,5,Manager,3,Married,19033,1,No,14,3,1,21,2,20,9,9,PHD,2001-05-20,,Salary,WFH,2,1,No,Job Portal,Part Time
45,No,Non-Travel,Research & Development,2,Male,2,4,Manager,4,Married,16792,9,No,23,4,1,22,1,20,11,8,PHD,2001-02-15,,Salary,OFFICE,5,2,Yes,Recruiter,FullTime
45,No,Travel_Rarely,Research & Development,20,Male,3,4,Healthcare Representative,4,Married,13496,0,Yes,14,3,0,21,2,20,4,10,PHD,2001-04-23,,Dept.Head,WFH,3,2,Yes,Job Event,FullTime
42,No,Travel_Rarely,Sales,1,Male,3,2,Sales Executive,3,Married,4907,1,No,25,4,0,20,3,20,11,6,12th,2001-01-25,,Salary,WFH,5,2,No,Recruiter,Part Time
42,No,Travel_Frequently,Sales,26,Female,3,4,Sales Executive,2,Married,13525,5,No,14,3,1,23,2,20,4,8,Graduation,2001-04-04,,Salary,OFFICE,5,3,Yes,Walk-in,Contract
40,No,Travel_Rarely,Sales,2,Female,3,5,Manager,3,Married,18041,0,No,14,3,0,21,2,20,1,12,Post-Graduation,2001-03-17,,Better Opportunity,OFFICE,2,0,Yes,Job Event,FullTime
40,No,Travel_Rarely,Research & Development,6,Female,3,4,Manufacturing Director,3,Single,13237,7,No,15,3,0,22,3,20,5,13,Graduation,2001-01-07,,Work Environment,WFH,3,0,No,Job Event,Contract
50,No,Travel_Rarely,Research & Development,28,Male,4,1,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,20,3,20,3,8,PHD,2001-02-21,,Dept.Head,WFH,2,2,No,Recruiter,FullTime
39,No,Travel_Rarely,Research & Development,2,Female,2,2,Healthcare Representative,3,Single,4553,1,No,11,3,0,20,4,20,11,10,12th,2001-03-08,,Work Accident,OFFICE,5,3,No,Job Portal,FullTime
51,No,Travel_Rarely,Sales,26,Female,3,4,Manager,3,Married,16307,2,No,14,3,1,29,2,20,4,17,Post-Graduation,2001-01-19,,Better Opportunity,OFFICE,0,1,Yes,Walk-in,FullTime
44,Yes,Travel_Rarely,Human Resources,1,Male,2,3,Human Resources,1,Married,10482,9,No,14,3,1,24,1,20,3,6,Graduation,2001-02-05,,Work Environment,WFH,1,2,No,Job Portal,Contract
40,No,Travel_Rarely,Research & Development,14,Male,2,5,Research Director,3,Single,19626,1,No,14,3,0,21,2,20,4,9,12th,2001-01-25,,Work Accident,WFH,3,2,Yes,Job Portal,Contract
44,No,Travel_Rarely,Research & Development,29,Male,3,2,Research Scientist,4,Single,4541,1,No,25,4,0,20,3,20,13,17,Graduation,2001-02-03,,Salary,OFFICE,3,0,Yes,Job Portal,FullTime
42,No,Non-Travel,Research & Development,2,Male,3,4,Manager,3,Married,17861,0,Yes,13,3,0,21,3,20,2,10,Graduation,2001-06-15,,Salary,OFFICE,4,2,No,Walk-in,Contract
43,No,Travel_Rarely,Research & Development,6,Female,2,2,Research Scientist,3,Single,4081,1,Yes,14,3,0,20,3,20,1,8,Graduation,2001-01-01,,Salary,OFFICE,5,1,Yes,Job Event,Part Time
42,No,Travel_Rarely,Human Resources,10,Female,3,4,Manager,1,Married,16799,0,No,14,3,1,21,5,20,0,9,Graduation,2001-06-10,,Work Accident,WFH,4,0,Yes,Job Event,Contract
54,No,Travel_Rarely,Research & Development,1,Female,3,4,Research Director,4,Single,17328,6,No,19,3,0,29,3,20,12,7,PHD,2001-06-10,,Salary,OFFICE,0,2,Yes,Walk-in,FullTime
47,No,Travel_Rarely,Research & Development,2,Female,3,4,Research Director,3,Married,17169,3,No,19,3,2,26,2,20,5,6,PHD,2001-03-21,,Better Opportunity,OFFICE,2,0,No,Walk-in,Part Time
44,No,Travel_Rarely,Research & Development,28,Male,3,4,Research Director,1,Married,16328,3,No,13,3,1,24,1,20,14,17,Graduation,2001-05-22,,Salary,OFFICE,1,2,Yes,Recruiter,Part Time
42,No,Travel_Frequently,Research & Development,2,Male,3,3,Healthcare Representative,4,Married,10124,2,Yes,14,3,1,24,3,20,13,9,Graduation,2001-01-17,,Work Environment,WFH,3,2,Yes,Walk-in,Contract
38,No,Travel_Frequently,Research & Development,8,Female,2,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,1,20,3,20,0,7,Post-Graduation,2001-01-23,,Dept.Head,OFFICE,5,1,Yes,Recruiter,FullTime
39,No,Travel_Rarely,Sales,15,Male,3,4,Sales Executive,1,Single,13341,0,No,12,3,0,21,3,20,11,10,Graduation,2001-02-11,,Work Accident,WFH,2,0,Yes,Recruiter,Contract
42,No,Non-Travel,Research & Development,23,Male,2,2,Research Scientist,3,Single,4332,1,No,12,3,0,20,2,20,3,7,PHD,2001-06-04,,Better Opportunity,OFFICE,1,1,Yes,Recruiter,Contract
41,No,Travel_Rarely,Research & Development,28,Female,2,4,Manufacturing Director,2,Married,13570,0,No,23,4,1,21,3,20,0,10,Post-Graduation,2001-06-29,,Salary,WFH,0,1,No,Job Event,Contract
39,No,Travel_Rarely,Sales,24,Female,2,4,Sales Executive,4,Married,12031,0,No,11,3,1,21,2,20,9,6,Graduation,2001-04-01,,Work Environment,OFFICE,0,0,Yes,Walk-in,Contract
59,No,Travel_Rarely,Sales,25,Female,3,3,Sales Executive,1,Single,7637,7,No,11,3,0,28,3,21,7,9,12th,2000-02-29,,Better Opportunity,OFFICE,2,3,Yes,Job Portal,Part Time
40,No,Travel_Rarely,Research & Development,2,Male,3,5,Research Director,3,Divorced,19436,0,No,19,3,1,22,5,21,3,9,PHD,2000-02-13,,Dept.Head,OFFICE,3,2,No,Walk-in,Contract
39,No,Travel_Rarely,Research & Development,10,Male,3,4,Manager,1,Married,17068,1,Yes,14,3,0,21,3,21,11,10,PHD,2000-01-11,,Salary,WFH,4,0,Yes,Job Portal,Contract
39,No,Travel_Frequently,Research & Development,7,Male,2,5,Manager,4,Married,19272,1,No,15,3,1,21,2,21,13,3,PHD,2000-02-27,,Dept.Head,WFH,3,0,No,Job Event,Part Time
39,No,Travel_Frequently,Research & Development,1,Male,3,5,Manager,3,Divorced,19197,1,Yes,14,3,1,21,3,21,1,6,Graduation,2000-05-26,,Better Opportunity,WFH,2,1,Yes,Job Portal,FullTime
41,No,Travel_Rarely,Human Resources,10,Male,2,5,Manager,4,Divorced,19141,3,No,15,3,3,23,2,21,12,6,Graduation,2000-01-08,,Dept.Head,WFH,2,0,No,Recruiter,FullTime
39,No,Travel_Rarely,Research & Development,1,Female,2,4,Manufacturing Director,4,Married,12742,1,No,16,3,1,21,3,21,11,8,PHD,2000-01-06,,Dept.Head,OFFICE,3,0,No,Job Event,Part Time
41,No,Non-Travel,Research & Development,7,Female,1,5,Research Director,3,Divorced,19973,1,No,22,4,2,21,3,21,5,10,Post-Graduation,2000-03-16,,Work Environment,WFH,3,3,No,Walk-in,Contract
39,No,Travel_Frequently,Research & Development,22,Female,3,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,0,21,2,21,2,8,Post-Graduation,2000-04-25,,Work Environment,OFFICE,2,0,Yes,Recruiter,Contract
42,Yes,Travel_Frequently,Sales,12,Male,3,4,Sales Executive,1,Single,13758,0,Yes,12,3,0,22,2,21,13,14,Graduation,2000-01-12,,Work Environment,OFFICE,4,1,No,Job Event,Contract
43,No,Travel_Rarely,Sales,4,Female,2,3,Sales Executive,4,Single,10231,3,No,14,3,0,23,3,21,15,17,Graduation,2000-02-15,,Salary,OFFICE,3,0,No,Walk-in,FullTime
40,No,Travel_Rarely,Human Resources,6,Male,3,4,Manager,4,Single,16437,1,Yes,21,4,0,21,2,21,7,7,Post-Graduation,2000-03-02,,Work Environment,OFFICE,4,3,No,Job Event,FullTime
45,No,Travel_Rarely,Research & Development,28,Female,2,4,Research Director,2,Single,16704,1,No,11,3,0,21,2,21,8,6,12th,2000-01-18,,Work Environment,OFFICE,4,2,Yes,Recruiter,Contract
40,No,Travel_Rarely,Sales,7,Male,3,5,Manager,2,Single,19833,1,No,14,3,0,21,3,21,12,8,Graduation,2000-03-08,,Work Environment,OFFICE,0,1,No,Job Portal,Part Time
44,No,Travel_Rarely,Research & Development,7,Female,2,3,Healthcare Representative,4,Married,10248,3,No,14,3,1,24,4,22,5,17,12th,1999-03-20,,Work Accident,OFFICE,4,1,No,Job Portal,Contract
41,Yes,Travel_Rarely,Research & Development,12,Female,3,5,Research Director,3,Married,19545,1,No,12,3,0,23,0,22,15,8,12th,1999-02-24,,Salary,OFFICE,4,2,Yes,Walk-in,FullTime
40,No,Travel_Frequently,Research & Development,1,Male,2,4,Healthcare Representative,2,Married,13503,1,No,22,4,1,22,3,22,11,11,Post-Graduation,1999-01-29,,Salary,WFH,2,3,No,Job Event,Contract
42,No,Travel_Rarely,Research & Development,4,Male,3,5,Manager,4,Married,19232,1,No,11,3,0,22,3,22,11,15,12th,1999-06-22,,Work Accident,WFH,3,2,No,Recruiter,Contract
